OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-LATE_mean	C-NO_mean	LB500-LATE_mean	LB500-EARLY_mean	C-EARLY_mean	LB500-NO_mean	taxonomy
4329518	13.4207154298	0.0368207155639	0.132204954961	1.0	2.25	0.0	0.0	0.5	0.0	0.0	0.25	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
969805	13.3179559972	0.0382556376895	0.132204954961	1.0	23.25	0.75	0.5	0.25	0.25	0.25	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
661229	13.1637348719	0.0405082671428	0.132204954961	1.0	108.0	1.5	2.25	3.0	4.25	2.5	8.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
New.CleanUp.ReferenceOTU9143	13.1181046676	0.0411983060968	0.132204954961	1.0	0.0	12.5	0.25	0.25	6.0	28.75	0.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__
New.CleanUp.ReferenceOTU4038	13.0763076923	0.041840052523	0.132204954961	1.0	1.25	0.0	0.25	0.0	0.0	0.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__
New.CleanUp.ReferenceOTU7998	13.0682656827	0.0419646005566	0.132204954961	1.0	0.0	0.0	0.0	0.25	0.0	0.25	1.5	Unassigned
New.CleanUp.ReferenceOTU2596	13.0521327014	0.0422155051072	0.132204954961	1.0	0.0	0.5	1.75	0.0	0.0	0.0	2.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU5563	13.0108695652	0.0428636617306	0.132204954961	1.0	0.0	0.25	0.0	0.5	0.0	0.0	1.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
New.CleanUp.ReferenceOTU5169	12.9862959021	0.0432540859282	0.132204954961	1.0	0.0	0.0	0.5	0.0	0.5	0.0	3.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
706432	12.9698096886	0.0435178843437	0.132204954961	1.0	4.0	0.0	0.25	0.5	0.75	0.5	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae
1111294	12.9252183406	0.0442389757486	0.132204954961	1.0	16.0	0.0	1.0	0.5	0.5	17.75	2.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
339358	12.8710356441	0.045130240891	0.132204954961	1.0	1.0	2.0	2.25	2.25	4.25	1.25	14.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
